monsterid,itemid
390001050,170003090
390001050,170001775
390001050,170002982
390001050,170013413
390001050,170006695
390001050,170005746
390001050,170013457
390001050,170006688
390001050,170013425
390000033,170000685
390000033,170002432
390000033,170001898
390000033,170003102
390000033,170000649
390000033,170001908
390000033,170005777
390000033,170005720
390000033,170006655
390000033,170006356
390000033,170012777
390000033,170013430
390000033,170013409
390001033,170004528
390001033,170003652
390001033,170013413
390000029,170002951
390000029,170004666
390000029,170002204
390000029,170003528
390000029,170004518
390000029,170002433
390000029,170000627
390000029,170004654
390000029,170004040
390000029,170003705
390000029,170000660
390000029,170001885
390000029,170003090
390000029,170004804
390000029,170000760
390000029,170001775
390000029,170002982
390000029,170002987
390000029,170000804
390000029,170005722
390000029,170005720
390000029,170005747
390000029,170006389
390000029,170006652
390000029,170006555
390000029,170006540
390000029,170012758
390000029,170013429
390000029,170013430
390000029,170013457
390000029,170013407
390000044,170004454
390000044,170002205
390000044,170002587
390000044,170002451
390000044,170000741
390000044,170001904
390000044,170003109
390000044,170000753
390000044,170003697
390000044,170006688
390000044,170006695
390000044,170005722
390000044,170005720
390000044,170005747
390000044,170006569
390000044,170012903
390000044,170013398
390000044,170013431
390000044,170013407
390000502,170013195
390000185,170004189
390000185,170001747
390000185,170002960
390000185,170000764
390000185,170004737
390000185,170000751
390000185,170001925
390000185,170003128
390000185,170006689
390000185,170006696
390000185,170005722
390000185,170005720
390000185,170006555
390000185,170006700
390000185,170012826
390000185,170013390
390000185,170013430
390000185,170013407
390000041,170004667
390000041,170000252
390000041,170004203
390000041,170003678
390000041,170002438
390000041,170003119
390000041,170001919
390000041,170004263
390000041,170006688
390000041,170006695
390000041,170005722
390000041,170005720
390000041,170005748
390000041,170006700
390000041,170013390
390000041,170013457
390000041,170013408
390000041,170014506
390000041,170014513
390000039,170004203
390000039,170000642
390000039,170004464
390000039,170000253
390000039,170001076
390000039,170004270
390000039,170004205
390000039,170004141
390000039,170002450
390000039,170004803
390000039,170002221
390000039,170004275
390000039,170006688
390000039,170006695
390000039,170005722
390000039,170005720
390000039,170005750
390000039,170006354
390000039,170006700
390000039,170013390
390000039,170012840
390000039,170013536
390000039,170013457
390000039,170013462
390000039,170013410
390000039,170014506
390000046,170003639
390000046,170003685
390000046,170002210
390000046,170001906
390000046,170001751
390000046,170002964
390000046,170002230
390000046,170000743
390000046,170000753
390000046,170003719
390000046,170002247
390000046,170006403
390000046,170006355
390000043,170006688
390000043,170006695
390000043,170005722
390000043,170005744
390000043,170005720
390000043,170005749
390000043,170005745
390000043,170012905
390000043,170013410
390000043,170013409
390000047,170001899
390000047,170003099
390000047,170002210
390000047,170004338
390000047,170002255
390000047,170002253
390000047,170004737
390000047,170001773
390000047,170002980
390000047,170006184
390000047,170006582
390000037,170000247
390000037,170000251
390000037,170004518
390000037,170000627
390000037,170001757
390000037,170002967
390000037,170004337
390000037,170002266
390000037,170004733
390000037,170000780
390000037,170001775
390000037,170001779
390000037,170002987
390000037,170004892
390000037,170005722
390000037,170005744
390000037,170005720
390000037,170006466
390000037,170006583
390000037,170012751
390000037,170013427
390000037,170013409
390000042,170003683
390000042,170001917
390000042,170004263
390000042,170006688
390000042,170006695
390000042,170005722
390000042,170005720
390000042,170005749
390000042,170005745
390000042,170013428
390000042,170013410
390000804,170004063
390000804,170003536
390000804,170003688
390000804,170002433
390000804,170002593
390000804,170004337
390000804,170004737
390000804,170002236
390000804,170000794
390000804,170006689
390000804,170005836
390000804,170005843
390000804,170005725
390000804,170006140
390000804,170006318
390000804,170006702
390000804,170012807
390000804,170013430
390000804,170013407
390000804,170014487
390000804,170014489
390000804,170014488
390001034,170000256
390001034,170000255
390001034,170002999
390001034,170006695
390001034,170005778
390001034,170005722
390001034,170005720
390001034,170005745
390001034,170006276
390001034,170013457
390001034,170013411
390001035,170005778
390000038,170000247
390000038,170000249
390000038,170000677
390000038,170003671
390000038,170004460
390000038,170004601
390000038,170004527
390000038,170004610
390000038,170002586
390000038,170002587
390000038,170000656
390000038,170000686
390000038,170004403
390000038,170003090
390000038,170001890
390000038,170003108
390000038,170001905
390000038,170004748
390000038,170001810
390000038,170003018
390000038,170004754
390000038,170004871
390000038,170004894
390000038,170004275
390000038,170005722
390000038,170005720
390000038,170005748
390000038,170012764
390000038,170013387
390000038,170013385
390000038,170013398
390000038,170012763
390000038,170013428
390000038,170013410
390001041,170004388
390001041,170002455
390001041,170003118
390001041,170001918
390001041,170000784
390001041,170002247
390001041,170005722
390001041,170005730
390001041,170005721
390001041,170006329
390001041,170006702
390001041,170013389
390001041,170013409
390001041,170013408
390001041,170014516
390000036,170000256
390000036,170004667
390000036,170000255
390000036,170002594
390000036,170004600
390000036,170004040
390000036,170000669
390000036,170002427
390000036,170002230
390000036,170002453
390000036,170001884
390000036,170003246
390000036,170001909
390000036,170001937
390000036,170003140
390000036,170005722
390000036,170005720
390000036,170005745
390000036,170006597
390000036,170012750
390000036,170013429
390000036,170013411
390000045,170003686
390000045,170003687
390000045,170000254
390000045,170004664
390000045,170004205
390000045,170001772
390000045,170002979
390000045,170000656
390000045,170000687
390000045,170003659
390000045,170002589
390000045,170003000
390000045,170005722
390000045,170005746
390000045,170005721
390000045,170006329
390000045,170006310
390000045,170006702
390000045,170013389
390000045,170013397
390000045,170013427
390000045,170013673
390000045,170013408
390000045,170014516
390000040,170004388
390000040,170002455
390000040,170003118
390000040,170001918
390000040,170002247
390000040,170005722
390000040,170005751
390000040,170005721
390000040,170006276
390000040,170006702
390000040,170013389
390000040,170013390
390000040,170012841
390000040,170013409
390000040,170013408
390000040,170014516
390000048,170000718
390000048,170004205
390000048,170004516
390000048,170004522
390000048,170004556
390000048,170000782
390000048,170003659
390000048,170004800
390000048,170001803
390000048,170003718
390000048,170001793
390000048,170001793
390000048,170003000
390000048,170006688
390000048,170006695
390000048,170005722
390000048,170005720
390000048,170006618
390000048,170006241
390000048,170012908
390000048,170013387
390000048,170013397
390000048,170013426
390000048,170013673
390000048,170013413
390000055,170004066
390000055,170002211
390000055,170004195
390000055,170004569
390000055,170000635
390000055,170002457
390000055,170004800
390000055,170003733
390000055,170001935
390000055,170003138
390000055,170001789
390000055,170002993
390000055,170002250
390000055,170004876
390000055,170005722
390000055,170005721
390000055,170006304
390000055,170012849
390000055,170013388
390000055,170013424
390000055,170013408
390000055,170014509
390001006,170004066
390001001,170013767
390001001,170013769
390000806,170004053
390000806,170004208
390000806,170000255
390000806,170003671
390000806,170004144
390000806,170002596
390000806,170004804
390000806,170001804
390000806,170000760
390000806,170000761
390000806,170005843
390000806,170005835
390000806,170006489
390000806,170006544
390000806,170006653
390000806,170012809
390000806,170013425
390000806,170013408
390000806,170014498
390000806,170014496
390000806,170014497
390000095,170003536
390000095,170004464
390000095,170004049
390000095,170004668
390000095,170004462
390000095,170002438
390000095,170004044
390000095,170001961
390000095,170003167
390000095,170004457
390000095,170002256
390000095,170004334
390000095,170003246
390000095,170001756
390000095,170003012
390000095,170004754
390000095,170001926
390000095,170003129
390000095,170001953
390000095,170005722
390000095,170005721
390000095,170006702
390000095,170013391
390000095,170013398
390000095,170012870
390000095,170013431
390000095,170013599
390000095,170013454
390000095,170013408
390000095,170014495
390000095,170014496
390000051,170004667
390000051,170006683
390000051,170006679
390000051,170006680
390000051,170006682
390000051,170006681
390000051,170005722
390000051,170005720
390000051,170012811
390000051,170013425
390000051,170013426
390000051,170013428
390000051,170013430
390000051,170013409
390000051,170013412
390000051,170013411
390000805,170001945
390000805,170001944
390000187,170000256
390000187,170001941
390000187,170002427
390000187,170002256
390000187,170003134
390000187,170004738
390000187,170001936
390000187,170003139
390000187,170006689
390000187,170006696
390000187,170005722
390000187,170005720
390000187,170006333
390000187,170012828
390000187,170013397
390000187,170013388
390000187,170013424
390000187,170013412
390000186,170004190
390000186,170004656
390000186,170004562
390000186,170002453
390000186,170000764
390000186,170003246
390000186,170001755
390000186,170000790
390000186,170001924
390000186,170003127
390000186,170006689
390000186,170006696
390000186,170005722
390000186,170005720
390000186,170006403
390000186,170012827
390000186,170013397
390000186,170013398
390000186,170013388
390000186,170013426
390000186,170013409
390000056,170000642
390000056,170004205
390000056,170004202
390000056,170004660
390000056,170001771
390000056,170003009
390000056,170002209
390000056,170004403
390000056,170002429
390000056,170003132
390000056,170001929
390000056,170004800
390000056,170003735
390000056,170003718
390000056,170004254
390000056,170006688
390000056,170006695
390000056,170005863
390000056,170005722
390000056,170005721
390000056,170006213
390000056,170012909
390000056,170013388
390000056,170013425
390000056,170013673
390000056,170013412
390000056,170014509
390001042,170004154
390001042,170004143
390001042,170002241
390001042,170006688
390001042,170005720
390001042,170013397
390001042,170013428
390001042,170013457
390001052,170002227
390001052,170000774
390001052,170001800
390001052,170003752
390001052,170003736
390001052,170000805
390001052,170006688
390001052,170006022
390001052,170013101
390000050,170004667
390000050,170000718
390000050,170004154
390000050,170004143
390000050,170004600
390000050,170004395
390000050,170004404
390000050,170002241
390000050,170001792
390000050,170005722
390000050,170005720
390000050,170006403
390000050,170006392
390000050,170006391
390000050,170013387
390000050,170012806
390000050,170013397
390000050,170013428
390000050,170013409
390000093,170004668
390000093,170002227
390000093,170002586
390000093,170000658
390000093,170000774
390000093,170002614
390000093,170003752
390000093,170004254
390000093,170000805
390000093,170005722
390000093,170005721
390000093,170006703
390000093,170012746
390000093,170013388
390000093,170012866
390000093,170013432
390000093,170014497
390000066,170004270
390000066,170002968
390000066,170001757
390000066,170002256
390000066,170003723
390000066,170004346
390000066,170003711
390000066,170004737
390000066,170003735
390000066,170004805
390000066,170002248
390000066,170000800
390000066,170004874
390000066,170004894
390000066,170005722
390000066,170005721
390000066,170006703
390000066,170006701
390000066,170013162
390000066,170012767
390000066,170012764
390000066,170013398
390000066,170013424
390000066,170013408
390000196,170002966
390000196,170001761
390000196,170002969
390000196,170004403
390000196,170000657
390000196,170003707
390000196,170002456
390000196,170002258
390000196,170002605
390000196,170002220
390000196,170000787
390000196,170003713
390000196,170001925
390000196,170003128
390000196,170004264
390000196,170006680
390000196,170005722
390000196,170005721
390000196,170006308
390000196,170006701
390000196,170012829
390000196,170013387
390000196,170013398
390000196,170013427
390000196,170013408
390000059,170004190
390000059,170004664
390000059,170001897
390000059,170003101
390000059,170004556
390000059,170002595
390000059,170003744
390000059,170003540
390000059,170004603
390000059,170004677
390000059,170003131
390000059,170001928
390000059,170004395
390000059,170001753
390000059,170002253
390000059,170004264
390000059,170002250
390000059,170003162
390000059,170005722
390000059,170005723
390000059,170005721
390000059,170006389
390000059,170012775
390000059,170013397
390000059,170013426
390000059,170013409
390000084,170004270
390000084,170004206
390000084,170004207
390000084,170000645
390000084,170004460
390000084,170002596
390000084,170002227
390000084,170002430
390000084,170003132
390000084,170001929
390000084,170004404
390000084,170003746
390000084,170001933
390000084,170003136
390000084,170000757
390000084,170002277
390000084,170003129
390000084,170001927
390000084,170000806
390000084,170005862
390000084,170005722
390000084,170005721
390000084,170006329
390000084,170006304
390000084,170006310
390000084,170006702
390000084,170012910
390000084,170013424
390000084,170013673
390000084,170013408
390000060,170002211
390000060,170003535
390000060,170002212
390000060,170003709
390000060,170002429
390000060,170002457
390000060,170003722
390000060,170001932
390000060,170003135
390000060,170004804
390000060,170003000
390000060,170004876
390000060,170005722
390000060,170005753
390000060,170005721
390000060,170006404
390000060,170006498
390000060,170012850
390000060,170013388
390000060,170013425
390000060,170013460
390000060,170014507
390000061,170001760
390000061,170004144
390000061,170002969
390000061,170004197
390000061,170001920
390000061,170002255
390000061,170000767
390000061,170004398
390000061,170000786
390000061,170002272
390000061,170000795
390000061,170003667
390000061,170005722
390000061,170005752
390000061,170005721
390000061,170006596
390000061,170012764
390000061,170013387
390000061,170012838
390000061,170013426
390000061,170013593
390000061,170013412
390000061,170013408
390000197,170003644
390000197,170004456
390000197,170002240
390000197,170002456
390000197,170002605
390000197,170000760
390000197,170001945
390000197,170003147
390000197,170000797
390000197,170004264
390000197,170003737
390000197,170006679
390000197,170005722
390000197,170005721
390000197,170006214
390000197,170012830
390000197,170013398
390000197,170013388
390000197,170013428
390000197,170013407
390000067,170004190
390000067,170000255
390000067,170000249
390000067,170003673
390000067,170004522
390000067,170003744
390000067,170003634
390000067,170000708
390000067,170000660
390000067,170000767
390000067,170002462
390000067,170002463
390000067,170003701
390000067,170001804
390000067,170003011
390000067,170004805
390000067,170002277
390000067,170000796
390000067,170002247
390000067,170002246
390000067,170004264
390000067,170001792
390000067,170004892
390000067,170006682
390000067,170005722
390000067,170005721
390000067,170006628
390000067,170006701
390000067,170013166
390000067,170012764
390000067,170013387
390000067,170012816
390000067,170013385
390000067,170013397
390000067,170013425
390000067,170013424
390000069,170004053
390000069,170000258
390000069,170001759
390000069,170004196
390000069,170002969
390000069,170000659
390000069,170003133
390000069,170001930
390000069,170000785
390000069,170001798
390000069,170003005
390000069,170001931
390000069,170003134
390000069,170001943
390000069,170003145
390000069,170004251
390000069,170002249
390000069,170005722
390000069,170005721
390000069,170006403
390000069,170006522
390000069,170006703
390000069,170012764
390000069,170013390
390000069,170012816
390000069,170013385
390000069,170013397
390000069,170013429
390000069,170013408
390000068,170004654
390000068,170000626
390000068,170002598
390000068,170003721
390000068,170002606
390000068,170002463
390000068,170003715
390000068,170002274
390000068,170000794
390000068,170004262
390000068,170004875
390000068,170005722
390000068,170005721
390000068,170006610
390000068,170006703
390000068,170013166
390000068,170012764
390000068,170012816
390000068,170013385
390000068,170013397
390000068,170013398
390000068,170013388
390000068,170013431
390000068,170013427
390000068,170013409
390001003,170000260
390001003,170003758
390001003,170004461
390001003,170001966
390001003,170003172
390001003,170000650
390001003,170003747
390001003,170003746
390001003,170002481
390001003,170002485
390001003,170002487
390001003,170002278
390001003,170001825
390001003,170003032
390001003,170006405
390001003,170006467
390001003,170012813
390001003,170013951
390000072,170002597
390000072,170000670
390000072,170003120
390000072,170001920
390000072,170002464
390000072,170004405
390000072,170001807
390000072,170003014
390000072,170000758
390000072,170001788
390000072,170002992
390000072,170002279
390000072,170006680
390000072,170005722
390000072,170005754
390000072,170005721
390000072,170006306
390000072,170013389
390000072,170012839
390000072,170012764
390000072,170013429
390000072,170013557
390000072,170014490
390000071,170002448
390000071,170002257
390000071,170002458
390000071,170001801
390000071,170003008
390000071,170002995
390000071,170004261
390000071,170005722
390000071,170005721
390000071,170006500
390000071,170013389
390000071,170013386
390000071,170013385
390000071,170012852
390000071,170013430
390000071,170013411
390000071,170014483
390000074,170002228
390000074,170004521
390000074,170004335
390000074,170002259
390000074,170002465
390000074,170002252
390000074,170001946
390000074,170003148
390000074,170000761
390000074,170004738
390000074,170000800
390000074,170005722
390000074,170005721
390000074,170006405
390000074,170006708
390000074,170012856
390000074,170013387
390000074,170013426
390000074,170013424
390000074,170014517
390000088,170003672
390000088,170004662
390000088,170003710
390000088,170000763
390000088,170001806
390000088,170003013
390000088,170004806
390000088,170004872
390000088,170002591
390000088,170001813
390000088,170003020
390000088,170005722
390000088,170005721
390000088,170006410
390000088,170012842
390000088,170013390
390000088,170013388
390000088,170013428
390000088,170013458
390000088,170013553
390000088,170013413
390000088,170014514
390000080,170004184
390000080,170004668
390000080,170002965
390000080,170001752
390000080,170000626
390000080,170004601
390000080,170000647
390000080,170000765
390000080,170002607
390000080,170002472
390000080,170001810
390000080,170003018
390000080,170001794
390000080,170003001
390000080,170000802
390000080,170003153
390000080,170005722
390000080,170005749
390000080,170005721
390000080,170006611
390000080,170013164
390000080,170012756
390000080,170013430
390000080,170013457
390000080,170013412
390001004,170004184
390001004,170004668
390001004,170002965
390001004,170001752
390001004,170004601
390001004,170001817
390001004,170000647
390001004,170003023
390001004,170000765
390001004,170002607
390001004,170001810
390001004,170003018
390001004,170001794
390001004,170003001
390001004,170005888
390001004,170005722
390001004,170005749
390001004,170005721
390001004,170006611
390001004,170013429
390001004,170013747
390001004,170013457
390001004,170013411
390000086,170004667
390000086,170005722
390000086,170005721
390000086,170013391
390000086,170013389
390000086,170012810
390000086,170013390
390000086,170013387
390000086,170013397
390000086,170013398
390000086,170013388
390000086,170013424
390000086,170013457
390000086,170013408
390000199,170004606
390000199,170002583
390000199,170001761
390000199,170004563
390000199,170000643
390000199,170004562
390000199,170004403
390000199,170002266
390000199,170001944
390000199,170003146
390000199,170003777
390000199,170002994
390000199,170001790
390000199,170000799
390000199,170000799
390000199,170003740
390000199,170006681
390000199,170006689
390000199,170006696
390000199,170005722
390000199,170005721
390000199,170006531
390000199,170006702
390000199,170012831
390000199,170013390
390000199,170013397
390000199,170013429
390000199,170013410
390000081,170002592
390000081,170002449
390000081,170004520
390000081,170002585
390000081,170002452
390000081,170002260
390000081,170003746
390000081,170004732
390000081,170002273
390000081,170003750
390000081,170002241
390000081,170002590
390000081,170002251
390000081,170004878
390000081,170005721
390000081,170006513
390000081,170006136
390000081,170006654
390000081,170006653
390000081,170006702
390000081,170013387
390000081,170012778
390000081,170013428
390000081,170013410
390000085,170004053
390000085,170003536
390000085,170004606
390000085,170004208
390000085,170002209
390000085,170003535
390000085,170004045
390000085,170002609
390000085,170000774
390000085,170002254
390000085,170001799
390000085,170003006
390000085,170003734
390000085,170004814
390000085,170001942
390000085,170003144
390000085,170004739
390000085,170003738
390000085,170000798
390000085,170005722
390000085,170005721
390000085,170006399
390000085,170006392
390000085,170006356
390000085,170012802
390000085,170013385
390000085,170013397
390000085,170013388
390000085,170013424
390000085,170013408
390001036,170002466
390001036,170004281
390001036,170006692
390001036,170006699
390001036,170005722
390001036,170005752
390001036,170005721
390001036,170006632
390001036,170013390
390001036,170013409
390000073,170004270
390000073,170003635
390000073,170001731
390000073,170002614
390000073,170003735
390000073,170000834
390000073,170003668
390000073,170000829
390000073,170005722
390000073,170005721
390000073,170006466
390000073,170006703
390000073,170013387
390000073,170012846
390000073,170013432
390000073,170013429
390000073,170013410
390000073,170014512
390000070,170001752
390000070,170002967
390000070,170004145
390000070,170002229
390000070,170003758
390000070,170002466
390000070,170003747
390000070,170000775
390000070,170003712
390000070,170000788
390000070,170002588
390000070,170004281
390000070,170005752
390000070,170006610
390000070,170013390
390000070,170012851
390000070,170013461
390000070,170013409
390000070,170014486
390000070,170014515
390000075,170000255
390000075,170000670
390000075,170003759
390000075,170003132
390000075,170001929
390000075,170004404
390000075,170003749
390000075,170001942
390000075,170003144
390000075,170002276
390000075,170000795
390000075,170002590
390000075,170002280
390000075,170006688
390000075,170006695
390000075,170005722
390000075,170005749
390000075,170005721
390000075,170013390
390000075,170013409
390000075,170014486
390000075,170014515
390000076,170000257
390000076,170000645
390000076,170002597
390000076,170004040
390000076,170001919
390000076,170002267
390000076,170000785
390000076,170000759
390000076,170001927
390000076,170002994
390000076,170004264
390000076,170001793
390000076,170003000
390000076,170003742
390000076,170004281
390000076,170006688
390000076,170006695
390000076,170005862
390000076,170005722
390000076,170005721
390000076,170006185
390000076,170006702
390000076,170012896
390000076,170013425
390000076,170013426
390000076,170013424
390000076,170013409
390000076,170014514
390000092,170003673
390000092,170001816
390000092,170000647
390000092,170003023
390000092,170003549
390000092,170003721
390000092,170002463
390000092,170000777
390000092,170001946
390000092,170003148
390000092,170002273
390000092,170001810
390000092,170003664
390000092,170003001
390000092,170002588
390000092,170000804
390000092,170006688
390000092,170006695
390000092,170005722
390000092,170005750
390000092,170005721
390000092,170006568
390000092,170006523
390000092,170006703
390000092,170006704
390000092,170012858
390000092,170013389
390000092,170013397
390000092,170013623
390000092,170013413
390000092,170013408
390000082,170004204
390000082,170004053
390000082,170004203
390000082,170004270
390000082,170004205
390000082,170004681
390000082,170004202
390000082,170004680
390000082,170004654
390000082,170003745
390000082,170003634
390000082,170002427
390000082,170003542
390000082,170004403
390000082,170002260
390000082,170002465
390000082,170004737
390000082,170003753
390000082,170001811
390000082,170003017
390000082,170002278
390000082,170001951
390000082,170003153
390000082,170005722
390000082,170005721
390000082,170006513
390000082,170006657
390000082,170006654
390000082,170012786
390000082,170013398
390000082,170013424
390000082,170013457
390000082,170013412
390000077,170004464
390000077,170002596
390000077,170003541
390000077,170000660
390000077,170003748
390000077,170001799
390000077,170003006
390000077,170001806
390000077,170003013
390000077,170000794
390000077,170003664
390000077,170001927
390000077,170003130
390000077,170003741
390000077,170004879
390000077,170005722
390000077,170006397
390000077,170006703
390000077,170006708
390000077,170012764
390000077,170012769
390000077,170012772
390000077,170013385
390000077,170013427
390000077,170013457
390000077,170013411
390000089,170004184
390000089,170004143
390000089,170000714
390000089,170004457
390000089,170003549
390000089,170004337
390000089,170003723
390000089,170002284
390000089,170001958
390000089,170004807
390000089,170003736
390000089,170002250
390000089,170000803
390000089,170004880
390000089,170005722
390000089,170005721
390000089,170006513
390000089,170012847
390000089,170013388
390000089,170013428
390000089,170013412
390000089,170014513
390000096,170004145
390000096,170004045
390000096,170002258
390000096,170004346
390000096,170001804
390000096,170004261
390000096,170004281
390000096,170003760
390000096,170006688
390000096,170006695
390000096,170005862
390000096,170005749
390000096,170006183
390000096,170012897
390000096,170013426
390000096,170013673
390000096,170013407
390000096,170013408
390000083,170004656
390000083,170000626
390000083,170002239
390000083,170000715
390000083,170000647
390000083,170003710
390000083,170002472
390000083,170004738
390000083,170001959
390000083,170003165
390000083,170004873
390000083,170003737
390000083,170001814
390000083,170003021
390000083,170005722
390000083,170005751
390000083,170005721
390000083,170006185
390000083,170012843
390000083,170013387
390000083,170013425
390000083,170013427
390000083,170014519
390000090,170003761
390000090,170005722
390000090,170005721
390000090,170006185
390000090,170013390
390000090,170012848
390000090,170013429
390000090,170014511
390000090,170014490
390000091,170000249
390000091,170004662
390000091,170000721
390000091,170004610
390000091,170002268
390000091,170002615
390000091,170001943
390000091,170003145
390000091,170003751
390000091,170000806
390000091,170002279
390000091,170005722
390000091,170005721
390000091,170006388
390000091,170012761
390000091,170012853
390000091,170012746
390000091,170013388
390000091,170013427
390000091,170013454
390000091,170014491
390000094,170004184
390000094,170004460
390000094,170004563
390000094,170003540
390000094,170002214
390000094,170004334
390000094,170003747
390000094,170002615
390000094,170002277
390000094,170002287
390000094,170003739
390000094,170001955
390000094,170005722
390000094,170005752
390000094,170005721
390000094,170013389
390000094,170012859
